,Open,High,Low,Close,Volume
2026-07-20,491.95001220703125,494.54998779296875,484.25,486.8500061035156,288346.0
2026-07-21,483.6000061035156,486.95001220703125,477.04998779296875,478.54998779296875,524344.0
2026-07-22,475.0,479.54998779296875,470.8500061035156,474.0,570614.0
2026-07-23,470.0,470.0,453.20001220703125,453.54998779296875,858456.0
2026-07-24,451.79998779296875,461.70001220703125,449.5,461.70001220703125,602580.0
2026-07-27,465.79998779296875,469.04998779296875,462.6000061035156,466.79998779296875,613625.0
2026-07-28,469.3999938964844,481.1499938964844,451.79998779296875,470.29998779296875,876705.0
2026-07-29,477.0,486.3999938964844,465.25,467.95001220703125,684597.0
2026-07-30,467.29998779296875,478.3999938964844,462.54998779296875,473.29998779296875,538828.0
2026-07-31,468.95001220703125,478.8999938964844,467.5,475.1499938964844,429187.0
2026-08-03,474.79998779296875,496.3500061035156,474.7749938964844,486.8999938964844,546862.0
2026-08-04,484.70001220703125,485.20001220703125,475.1000061035156,485.0,407738.0
2026-08-05,483.1000061035156,483.6000061035156,471.0,479.70001220703125,455763.0
2026-08-06,481.5,488.1000061035156,481.45001220703125,481.45001220703125,500848.0
2026-08-07,480.75,483.70001220703125,478.1499938964844,480.0,404209.0
2026-08-10,479.29998779296875,487.5,478.8999938964844,482.45001220703125,302858.0
2026-08-11,481.54998779296875,486.5,478.29998779296875,478.79998779296875,277428.0
2026-08-12,476.0,476.1499938964844,460.3500061035156,464.95001220703125,590879.0
2026-08-13,467.0,468.5,460.0,460.0,515560.0
2026-08-14,460.79998779296875,463.1499938964844,457.25,458.3999938964844,363942.0
2026-08-17,456.0,459.70001220703125,444.70001220703125,446.0,589215.0
2026-08-18,444.6000061035156,449.75,444.1499938964844,447.75,462483.0
2026-08-19,447.79998779296875,457.1000061035156,446.8500061035156,456.0,450881.0
2026-08-20,453.0,455.3999938964844,443.1000061035156,443.1000061035156,558304.0
2026-08-21,443.1000061035156,453.29998779296875,442.5,452.5,401255.0
2026-08-24,452.8999938964844,459.8500061035156,451.3999938964844,459.3500061035156,408727.0
2026-08-25,460.8500061035156,461.25,450.3500061035156,450.70001220703125,319509.0
2026-08-26,453.0,457.70001220703125,452.70001220703125,453.79998779296875,295618.0
2026-08-27,451.6000061035156,451.6000061035156,445.04998779296875,447.3999938964844,379474.0
2026-08-28,450.0,461.1499938964844,449.95001220703125,458.1499938964844,467296.0
2026-08-31,458.95001220703125,461.04998779296875,453.1499938964844,453.29998779296875,547253.0
2026-09-01,452.3500061035156,454.70001220703125,442.6499938964844,445.0,417702.0
2026-09-02,443.29998779296875,444.45001220703125,435.6000061035156,439.0,525931.0
2026-09-03,436.25,437.54998779296875,425.3500061035156,431.04998779296875,727463.0
2026-09-04,431.25,433.75,427.5,429.1000061035156,478454.0
2026-09-08,429.1499938964844,433.3500061035156,425.6499938964844,426.54998779296875,337658.0
2026-09-09,421.20001220703125,422.8999938964844,408.75,411.25,1029072.0
2026-09-10,409.0,412.25,405.25,406.5,851589.0
2026-09-11,408.0,420.04998779296875,407.6000061035156,415.29998779296875,732113.0
2026-09-14,410.45001220703125,415.6000061035156,407.8500061035156,413.8999938964844,252165.0
