,Open,High,Low,Close,Volume
2026-08-12,221.0399932861328,225.10000610351562,220.1999969482422,224.08999633789062,108783600
2026-08-13,225.05999755859375,227.22999572753906,223.7100067138672,225.3000030517578,98867200
2026-08-14,226.77000427246094,227.49000549316406,224.5,225.16000366210938,75680900
2026-08-17,225.97999572753906,227.9199981689453,224.86000061035156,225.00999450683594,93678700
2026-08-18,220.4499969482422,221.63999938964844,218.69000244140625,219.74000549316406,103128200
2026-08-19,221.6699981689453,222.8699951171875,216.75999450683594,217.55999755859375,96797300
2026-08-20,218.36000061035156,219.86000061035156,215.66000366210938,216.85000610351562,92457000
2026-08-21,218.4199981689453,218.74000549316406,214.5,214.72000122070312,98869300
2026-08-24,215.52999877929688,215.58999633789062,207.25,208.47999572753906,135187300
2026-08-25,211.02999877929688,214.72999572753906,210.11000061035156,213.0500030517578,122309000
2026-08-26,212.63999938964844,213.60000610351562,209.22999572753906,209.66000366210938,179900000
2026-08-27,222.86000061035156,230.47000122070312,220.89999389648438,227.97999572753906,298909800
2026-08-28,227.36000061035156,229.25999450683594,216.80999755859375,217.5500030517578,195116400
2026-08-31,218.8699951171875,221.3000030517578,216.2100067138672,220.77999877929688,124702700
2026-09-01,216.75,220.41000366210938,215.10000610351562,217.44000244140625,109756200
2026-09-02,218.7899932861328,227.9499969482422,218.47999572753906,224.41000366210938,157104700
2026-09-03,226.02000427246094,230.39999389648438,224.75,228.4499969482422,134681600
2026-09-04,231.08999633789062,234.75999450683594,229.6300048828125,230.36000061035156,135352400
2026-09-08,233.11000061035156,233.7100067138672,224.85000610351562,225.72999572753906,122965600
2026-09-09,225.27999877929688,226.17999267578125,223.4600067138672,223.6699981689453,82955500
2026-09-10,220.52999877929688,220.99000549316406,217.1999969482422,218.36000061035156,105768000
2026-09-11,221.24000549316406,222.0,218.14999389648438,218.2899932861328,88804100
